Date,Time(UTC),Millisecond,Md,Mb,Mw,Lat,Long,Depth(Km),Region,Type
2014-11-21,20:20:41,237,3.2,0.0,3.1,33.8302,32.8132,30,E.Mediter.Sea,EQ
2014-12-17,13:36:55,427,2.9,0.0,3.1,29.1177,32.8551,3,Suez,EQ
2014-12-25,14:07:50,210,3.5,0.0,3.3,34.7749,34.2228,9,E.Mediter.Sea,EQ
2015-01-06,17:02:30,964,3.3,0.0,2.7,31.2987,35.5324,0,Dead-Sea-Basin,EQ
2015-02-14,11:50:07,385,3.8,4.1,3.5,33.6351,34.8577,9,E.Mediter.Sea,F
2015-02-25,11:58:07,66,3.1,0.0,3.3,34.4590,32.7324,9,E.Mediter.Sea,EQ
2015-03-07,10:48:13,310,3.1,0.0,2.9,27.7712,34.6082,2,Red-Sea,EQ
2015-03-19,18:37:16,994,0.0,0.0,3.3,35.0381,32.0687,20,E.Mediter.Sea,EQ
2015-04-15,08:25:16,33,5.2,5.1,4.9,34.7777,32.3505,31,Cyprus,EQ
2015-04-15,08:33:52,855,3.8,4.1,0.0,34.6800,32.4300,25,E.Mediter.Sea,EQ
2015-04-15,08:38:10,07,3.0,0.0,2.8,34.7387,32.3987,20,Cyprus,EQ
2015-05-07,12:01:59,511,3.1,0.0,3.1,34.8105,36.3304,3,Yamune,EQ
2015-06-27,15:33:59,568,5.5,5.3,5.5,28.8770,34.7067,4,Aragonese-Deep,F
2015-06-28,08:27:51,818,3.6,0.0,3.3,28.9831,34.7695,10,Aragonese-Deep,EQ
2015-06-29,07:02:35,150,3.0,0.0,2.9,29.0041,34.6957,1,Aragonese-Deep,EQ
2015-06-30,06:57:25,585,3.2,0.0,2.9,35.5692,35.4101,2,E.Mediter.Sea,EQ
2015-07-08,02:15:30,86,4.3,4.4,4.0,28.9160,34.6646,5,Aragonese-Deep,EQ
2015-07-17,16:41:31,964,3.5,0.0,3.2,33.8278,33.9754,31,E.Mediter.Sea,EQ
2015-07-21,16:29:18,668,4.0,4.2,3.9,34.6937,33.0986,15,Cyprus,EQ
2015-07-30,02:39:05,833,4.4,4.4,4.1,31.4035,35.4708,15,Dead-Sea-Basin,F
2015-07-30,15:04:12,656,4.3,4.4,4.0,34.2430,33.6924,31,E.Mediter.Sea,EQ
2015-08-08,02:43:09,403,3.0,0.0,2.9,30.3628,33.8177,9,Sinai,EQ
2015-08-10,10:36:33,475,3.0,0.0,3.2,34.5095,32.3985,80,E.Mediter.Sea,EQ
2015-08-15,07:39:48,567,3.1,0.0,3.2,31.2877,35.5061,11,Dead-Sea-Basin,F
2015-08-16,05:24:11,128,3.1,0.0,2.8,33.1960,36.8050,1,W.Sirhan,EQ
2015-08-18,06:00:46,279,2.9,0.0,3.0,29.1721,32.8043,1,Suez,EQ
2015-08-28,11:59:09,300,3.0,0.0,2.7,34.5282,33.6548,9,E.Mediter.Sea,EQ
2015-08-30,10:58:11,949,3.3,0.0,3.5,35.5489,32.2957,60,E.Mediter.Sea,EQ
2015-09-03,03:16:20,564,4.0,4.2,3.6,28.6353,34.8151,11,Arnona-Dakar-Deep,EQ
2015-10-11,11:01:09,614,4.0,4.2,4.0,27.1037,35.3240,1,Red-Sea,EQ
2015-10-23,20:29:07,677,3.4,0.0,3.1,28.9383,34.6960,0,Aragonese-Deep,EQ
2015-11-06,17:50:23,208,3.2,0.0,3.3,34.2254,36.0588,0,Yamune,EQ
2015-11-10,20:29:46,299,3.5,0.0,3.5,34.7780,32.0235,30,E.Mediter.Sea,EQ
2015-11-13,16:09:02,189,3.2,0.0,3.3,34.7248,32.0834,20,E.Mediter.Sea,EQ
2015-11-14,17:09:35,35,2.8,0.0,3.0,34.8500,32.1400,10,E.Mediter.Sea,EQ
2015-12-01,00:59:54,27,3.2,0.0,3.2,30.0105,32.5907,1,Suez,EQ
2015-12-11,18:54:25,605,3.0,0.0,3.3,35.1278,33.0813,20,Cyprus,EQ
2015-12-20,01:43:20,836,3.5,0.0,3.6,34.5772,33.3290,15,E.Mediter.Sea,EQ
2015-12-22,21:28:26,572,3.5,0.0,3.1,28.6449,34.8082,5,Aragonese-Deep,EQ
2016-01-05,07:17:16,694,4.2,4.4,3.8,34.2717,32.6878,31,E.Mediter.Sea,EQ
2016-01-19,12:18:14,500,3.1,0.0,3.2,34.6262,32.8456,30,Cyprus,EQ
2016-02-07,12:35:49,819,3.9,0.0,3.2,30.0409,35.1324,17,Arava,EQ
2016-02-12,01:54:19,948,2.9,0.0,3.1,29.1582,32.5825,1,Suez,EQ
2016-02-18,13:09:40,623,2.9,0.0,3.2,34.6904,32.6302,10,Cyprus,EQ
2016-02-21,04:19:31,133,3.0,0.0,3.1,29.9063,32.1492,40,Suez,EQ
2016-03-02,23:11:55,594,3.1,0.0,3.3,34.7042,32.4556,30,Cyprus,EQ
2016-03-04,06:13:23,663,3.3,0.0,3.1,33.9825,32.5233,60,E.Mediter.Sea,EQ
2016-03-05,00:33:50,421,3.0,0.0,3.0,29.9816,32.3712,1,Suez,EQ
2016-03-16,20:39:41,695,3.3,0.0,3.4,28.2701,33.0319,20,Suez,EQ
2016-03-22,14:23:13,59,3.7,0.0,3.6,35.2351,32.5650,80,Cyprus,EQ
2016-03-22,20:24:21,159,4.0,4.1,3.9,34.8983,33.8740,30,Cyprus,EQ
2016-03-28,00:26:27,160,3.7,0.0,3.9,36.0000,35.5000,1,E.Mediter.Sea,EQ
2016-04-15,04:15:03,660,3.4,0.0,3.3,31.2698,35.4088,20,Dead-Sea-Basin,F
2016-04-18,02:41:49,14,3.3,0.0,3.0,30.4845,34.4965,10,Sinai,EQ
2016-04-18,03:43:18,134,3.1,0.0,3.1,35.0382,32.5173,40,Cyprus,EQ
2016-05-01,21:08:06,49,3.8,4.0,3.9,27.1714,34.4160,0,Red-Sea,EQ
2016-05-02,14:13:59,856,2.9,0.0,3.1,27.5599,34.2947,1,Red-Sea,EQ
2016-05-04,23:13:46,573,3.3,0.0,3.5,27.5523,34.2861,1,Red-Sea,EQ
2016-05-05,20:01:53,621,2.2,0.0,3.0,35.3222,32.2987,60,E.Mediter.Sea,EQ
2016-05-12,00:18:37,741,3.9,4.1,0.0,35.0654,33.5375,20,Cyprus,EQ
2016-05-12,22:44:49,599,0.0,0.0,3.0,34.7046,33.8680,20,E.Mediter.Sea,EQ
2016-05-16,01:42:03,689,4.1,4.3,3.7,28.4943,34.8066,5,Arnona-Dakar-Deep,EQ
2016-05-16,01:45:59,946,5.1,5.0,4.8,28.5785,34.7490,18,Arnona-Dakar-Deep,F
2016-05-16,02:20:11,13,0.0,0.0,3.2,28.6220,34.6000,3,Arnona-Dakar-Deep,EQ
2016-05-16,03:24:08,666,3.3,0.0,3.1,28.4668,34.9084,5,Saudi-Arabia,EQ
2016-05-16,04:11:30,334,3.1,0.0,3.0,28.6545,34.6584,2,Arnona-Dakar-Deep,EQ
2016-05-16,20:36:09,813,3.2,0.0,2.9,28.4149,34.7999,1,Arnona-Dakar-Deep,EQ
2016-05-19,03:43:48,607,3.0,0.0,3.0,28.4574,34.8000,2,Arnona-Dakar-Deep,EQ
2016-05-22,04:02:05,168,3.2,0.0,3.2,34.8181,37.6522,5,Palmira,EQ
2016-06-08,13:54:36,257,3.0,0.0,2.9,28.5352,34.8008,1,Arnona-Dakar-Deep,EQ
2016-06-14,02:07:30,958,2.9,0.0,3.0,35.7060,37.4776,1,Syria,EQ
2016-06-29,13:24:30,339,3.6,0.0,3.6,33.6811,35.5869,1,Roum,EQ
2016-07-03,11:42:53,588,3.2,0.0,3.3,34.6151,32.9577,20,Cyprus,EQ
2016-07-23,17:44:50,208,3.4,0.0,3.0,28.5128,34.7496,0,Arnona-Dakar-Deep,EQ
2016-08-09,09:08:58,298,3.9,4.2,3.8,28.6220,32.6833,60,Suez,EQ
2016-08-11,04:25:57,176,3.5,0.0,3.4,27.7221,34.1902,1,Suez,EQ
2016-08-13,03:06:11,274,3.8,4.0,3.4,28.4973,34.7914,0,Arnona-Dakar-Deep,EQ
2016-08-24,04:06:54,236,3.1,0.0,3.0,30.1594,32.0571,2,Suez,EQ
2016-09-08,00:26:45,925,3.3,0.0,3.2,28.6374,32.8434,0,Suez,EQ
2016-10-12,02:53:01,407,2.9,0.0,3.1,35.9307,36.3429,5,Syria,EQ
2016-10-25,07:41:09,43,0.0,0.0,3.1,27.2052,34.9214,10,Red-Sea,EQ
2016-10-27,15:38:22,56,3.1,0.0,3.0,33.5483,34.9473,14,E.Mediter.Sea,F
2016-10-31,04:16:54,255,4.1,4.2,3.6,28.5087,34.7657,0,Arnona-Dakar-Deep,EQ
2016-10-31,04:37:12,295,3.0,0.0,3.0,28.5161,34.7378,1,Arnona-Dakar-Deep,EQ
2016-11-06,04:32:04,315,2.9,0.0,3.0,34.6538,32.9149,5,Cyprus,EQ
2016-11-06,19:46:02,401,3.9,4.1,3.6,34.7300,33.6800,25,E.Mediter.Sea,EQ
2016-11-19,23:37:25,47,3.3,0.0,3.3,33.2382,35.4219,5,Lebanon,F
2016-11-24,02:19:18,502,2.7,0.0,3.1,27.8776,32.6155,0,Egypt,EQ
2016-11-29,17:01:10,556,5.0,4.9,4.7,28.5012,34.8048,0,Arnona-Dakar-Deep,EQ
2016-11-29,21:11:04,169,3.1,0.0,2.8,34.5100,32.1000,5,E.Mediter.Sea,EQ
2016-11-30,04:42:45,546,0.0,0.0,3.1,34.6849,32.0680,20,E.Mediter.Sea,EQ
2016-11-30,20:13:11,482,0.0,0.0,3.4,34.7179,32.0818,20,E.Mediter.Sea,EQ
2016-12-01,14:53:36,422,3.1,0.0,3.0,33.2840,35.4218,1,Lebanon,EQ
2016-12-02,04:35:44,963,3.8,0.0,3.7,32.9371,35.6275,13,Hula-Kinneret,F
2016-12-27,01:48:59,275,4.1,4.3,3.7,28.5328,34.7920,1,Arnona-Dakar-Deep,EQ
2016-12-30,02:33:36,951,3.3,0.0,3.2,30.3850,32.0414,3,Suez,EQ
2017-01-05,08:11:07,111,3.3,0.0,2.9,28.6849,34.8223,0,Aragonese-Deep,EQ
2017-01-06,05:15:47,22,3.2,0.0,2.9,32.2785,35.6822,8,Jordan-Valley,EQ
2017-01-08,09:22:17,949,3.9,4.1,4.0,33.5574,33.2647,40,E.Mediter.Sea,EQ
2017-01-09,13:19:05,771,2.8,0.0,3.0,29.0573,32.9212,3,Suez,EQ
2017-01-13,21:43:34,317,4.0,4.2,3.8,35.4066,32.5604,60,E.Mediter.Sea,EQ
2017-01-14,00:15:09,241,3.0,0.0,3.2,35.3932,32.4467,40,E.Mediter.Sea,EQ
2017-01-19,17:29:00,902,3.0,0.0,3.1,30.4088,32.0002,1,Suez,EQ
2017-01-20,05:36:35,902,3.0,0.0,0.0,27.7521,33.6191,10,Suez,EQ
2017-02-09,21:30:43,284,3.5,0.0,3.4,27.6947,35.0654,5,Red-Sea,EQ
2017-02-09,22:30:25,928,3.8,4.0,3.4,27.7158,34.9135,5,Red-Sea,EQ
2017-02-24,15:58:27,927,3.2,0.0,3.0,31.2824,35.4049,21,Dead-Sea-Basin,EQ
2017-03-18,18:15:25,757,4.5,4.6,4.5,34.3800,32.2000,10,E.Mediter.Sea,EQ
2017-03-21,17:39:44,878,3.5,0.0,3.5,29.1088,34.7960,9,Eilat-Deep,EQ
2017-04-04,07:52:51,533,3.0,0.0,2.8,32.9638,34.9964,12,Carmel-Tirza,F
2017-05-08,01:32:49,709,3.6,0.0,3.5,27.8167,33.3103,31,Suez,EQ
2017-05-15,03:46:23,27,3.0,0.0,3.2,35.1607,32.4780,60,Cyprus,EQ
2017-05-19,11:01:26,293,3.5,0.0,3.7,27.9184,34.3290,8,Arnona-Dakar-Deep,EQ
2017-05-19,14:16:12,282,4.5,4.6,4.3,27.2710,34.5170,1,Red-Sea,EQ
2017-05-20,05:41:13,75,3.9,4.1,4.0,34.9582,33.8879,20,Cyprus,EQ
2017-05-20,06:05:27,552,0.0,0.0,3.2,34.9164,33.9329,16,Cyprus,EQ
2017-05-20,08:22:38,842,0.0,0.0,3.1,34.8790,33.9132,16,E.Mediter.Sea,EQ
2017-05-20,17:05:46,833,3.1,0.0,3.1,29.0182,32.4871,31,Suez,EQ
2017-05-24,11:06:51,914,3.3,0.0,3.3,29.1315,32.7696,1,Suez,EQ
2017-05-29,00:35:46,51,3.7,4.1,3.9,34.1522,32.8792,20,E.Mediter.Sea,EQ
2017-05-29,21:26:51,693,3.1,0.0,3.1,34.9645,33.9407,30,Cyprus,EQ
2017-06-22,05:07:55,814,3.0,0.0,3.0,29.2774,32.2013,0,Egypt,EQ
2017-06-29,23:20:19,875,3.2,0.0,3.2,27.7060,34.2767,1,Red-Sea,EQ
2017-07-12,19:44:45,849,3.0,0.0,2.9,34.8075,32.7218,10,Cyprus,EQ
2017-08-25,23:56:04,155,3.3,0.0,3.3,28.0855,32.2804,300,Egypt,EQ
2017-10-05,23:09:46,243,3.1,0.0,3.0,35.5700,36.4500,5,Syria,EQ
2017-10-10,22:14:46,96,0.0,0.0,3.1,27.2073,34.2385,1,Red-Sea,EQ
2017-10-12,18:03:25,138,3.0,0.0,3.2,28.2367,33.3869,150,Suez,EQ
2017-10-22,15:26:52,171,3.3,0.0,3.3,29.2897,32.6817,8,Suez,EQ
2017-10-23,17:34:22,996,2.7,0.0,3.1,34.7257,37.2726,1,Palmira,EQ
2017-11-05,16:33:33,618,3.5,0.0,3.5,27.0276,34.3263,1,Red-Sea,EQ
2017-11-15,07:43:06,718,3.3,0.0,3.0,28.9075,34.8087,0,Aragonese-Deep,EQ
2017-11-15,18:41:12,27,3.3,0.0,3.4,27.6155,34.1144,1,Red-Sea,EQ
2017-11-20,10:52:16,728,3.4,0.0,3.5,34.7020,33.1759,14,Cyprus,EQ
2017-11-23,21:07:55,599,3.3,0.0,3.0,27.8503,34.6448,1,Red-Sea,EQ
2017-11-30,15:50:29,986,3.5,0.0,3.3,34.3500,32.3200,20,E.Mediter.Sea,EQ
2017-11-30,15:55:51,477,0.0,0.0,3.7,34.3800,32.1700,30,E.Mediter.Sea,EQ
